0.000000	42.777138	0.000000
0.104720	42.537831	0.133503
0.209440	41.827848	0.262553
0.314159	40.670573	0.382940
0.418879	39.103555	0.490925
0.523599	37.176495	0.583432
0.628319	34.948639	0.658186
0.733038	32.485768	0.713800
0.837758	29.856999	0.749796
0.942478	27.131620	0.766566
1.047198	24.376139	0.765285
1.151917	21.651736	0.747780
1.256637	19.012229	0.716367
1.361357	16.502637	0.673680
1.466077	14.158358	0.622496
1.570796	12.004952	0.565573
1.675516	10.058443	0.505512
1.780236	8.326078	0.444649
1.884956	6.807408	0.384975
1.989675	5.495582	0.328094
2.094395	4.378743	0.275211
2.199115	3.441427	0.227145
2.303835	2.665873	0.184361
2.408554	2.033187	0.147020
2.513274	1.524328	0.115034
2.617994	1.120881	0.088127
2.722714	0.805637	0.065886
2.827433	0.562970	0.047820
2.932153	0.379053	0.033396
3.036873	0.241934	0.022081
3.141593	0.141502	0.013362
3.246312	0.069374	0.006771
3.351032	0.018732	0.001888
3.455752	-0.015866	-0.001649
3.560472	-0.038689	-0.004144
3.665191	-0.053025	-0.005848
3.769911	-0.061362	-0.006963
3.874631	-0.065554	-0.007647
3.979351	-0.066954	-0.008023
4.084070	-0.066534	-0.008185
4.188790	-0.064977	-0.008200
4.293510	-0.062755	-0.008120
4.398230	-0.060185	-0.007980
4.502949	-0.057475	-0.007804
4.607669	-0.054756	-0.007610
4.712389	-0.052109	-0.007409
4.817109	-0.049577	-0.007208
4.921828	-0.047183	-0.007011
5.026548	-0.044934	-0.006821
5.131268	-0.042830	-0.006639
5.235988	-0.040865	-0.006466
5.340708	-0.039031	-0.006301
5.445427	-0.037318	-0.006145
5.550147	-0.035717	-0.005996
5.654867	-0.034219	-0.005856
5.759587	-0.032816	-0.005721
5.864306	-0.031499	-0.005594
5.969026	-0.030262	-0.005472
6.073746	-0.029098	-0.005356
6.178466	-0.028001	-0.005245
6.283185	-0.026966	-0.005139
6.387905	-0.025988	-0.005037
6.492625	-0.025064	-0.004939
6.597345	-0.024188	-0.004846
6.702064	-0.023357	-0.004756
6.806784	-0.022569	-0.004669
6.911504	-0.021820	-0.004586
7.016224	-0.021108	-0.004505
7.120943	-0.020431	-0.004428
7.225663	-0.019785	-0.004353
7.330383	-0.019169	-0.004280
7.435103	-0.018582	-0.004210
7.539822	-0.018020	-0.004143
7.644542	-0.017484	-0.004077
7.749262	-0.016971	-0.004014
7.853982	-0.016480	-0.003952
7.958701	-0.016010	-0.003893
8.063421	-0.015559	-0.003835
8.168141	-0.015127	-0.003779
8.272861	-0.014712	-0.003724
8.377580	-0.014313	-0.003671
8.482300	-0.013931	-0.003620
8.587020	-0.013563	-0.003570
8.691740	-0.013209	-0.003521
8.796459	-0.012868	-0.003473
8.901179	-0.012540	-0.003427
9.005899	-0.012224	-0.003382
9.110619	-0.011920	-0.003338
9.215338	-0.011626	-0.003295
9.320058	-0.011343	-0.003253
9.424778	-0.011069	-0.003213
9.529498	-0.010805	-0.003173
9.634217	-0.010550	-0.003134
9.738937	-0.010304	-0.003096
9.843657	-0.010066	-0.003059
9.948377	-0.009835	-0.003022
10.053096	-0.009612	-0.002987
